46999.png,1EjVPDYi14H5ecoV5aTI_lFeaV8zimAg2,https://drive.google.com/file/d/1EjVPDYi14H5ecoV5aTI_lFeaV8zimAg2/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1433096,,
46998.png,1EkmuCVI0i3fD4lJ3LjPLnuyO3RGkrwY6,https://drive.google.com/file/d/1EkmuCVI0i3fD4lJ3LjPLnuyO3RGkrwY6/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1270227,,
46997.png,1EmTLEGIyy_-Vx2RfmNRyBTFBOLRqkDP8,https://drive.google.com/file/d/1EmTLEGIyy_-Vx2RfmNRyBTFBOLRqkDP8/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1253801,,
46996.png,1ErUCewWg5ygpioEWXyL8AqQoimZj39Dl,https://drive.google.com/file/d/1ErUCewWg5ygpioEWXyL8AqQoimZj39Dl/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1434910,,
46995.png,1ErXz0zl2smBAARfjoPjDwEBepdvAeE8A,https://drive.google.com/file/d/1ErXz0zl2smBAARfjoPjDwEBepdvAeE8A/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1704024,,
46994.png,1F1J3mvCULT6uLdAwNX14gOkWk8bgds-P,https://drive.google.com/file/d/1F1J3mvCULT6uLdAwNX14gOkWk8bgds-P/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1281159,,
46993.png,1Exp4mfou-C7Pj4cYIt2pqLofUwjOuRkh,https://drive.google.com/file/d/1Exp4mfou-C7Pj4cYIt2pqLofUwjOuRkh/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1372953,,
46992.png,1ExwsPLGi3eu-OXQW2Syt16VYa8tRQRjc,https://drive.google.com/file/d/1ExwsPLGi3eu-OXQW2Syt16VYa8tRQRjc/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1412619,,
46991.png,1F0Gf3LpMt_02uQBSb80sYil39XBrdUv5,https://drive.google.com/file/d/1F0Gf3LpMt_02uQBSb80sYil39XBrdUv5/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1276630,,
46990.png,1F0caR-t_5-12t9NjU-PrUxAhwIjpNoeI,https://drive.google.com/file/d/1F0caR-t_5-12t9NjU-PrUxAhwIjpNoeI/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1317615,,
46989.png,1D-OgwdDnNCcZw-EgoQI5NntWTFgyccfe,https://drive.google.com/file/d/1D-OgwdDnNCcZw-EgoQI5NntWTFgyccfe/view?usp=drivesdk,,Tero Karras FI,6/25/2019,1377142,,
