093999.png,1NfN56iZeE6FTCZuf4BNoN2LkqZY04fOx,https://drive.google.com/file/d/1NfN56iZeE6FTCZuf4BNoN2LkqZY04fOx/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1613338,,
093998.png,1NiD4YYyzW6YVVx7zCYDnKu30FQ6_jfbe,https://drive.google.com/file/d/1NiD4YYyzW6YVVx7zCYDnKu30FQ6_jfbe/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1528853,,
093997.png,1NiubzYrUgokl7CLtwCGVcB08BqnIvCYM,https://drive.google.com/file/d/1NiubzYrUgokl7CLtwCGVcB08BqnIvCYM/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1554765,,
093996.png,1NjbcvDMHf7fyNn2GbC6DQjntxgTfIp73,https://drive.google.com/file/d/1NjbcvDMHf7fyNn2GbC6DQjntxgTfIp73/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1438529,,
093995.png,1Nm3DkLpDvqMx8SO69VBjxEfMr3O8WdwG,https://drive.google.com/file/d/1Nm3DkLpDvqMx8SO69VBjxEfMr3O8WdwG/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1575792,,
093994.png,1Nw5fiaccGBg-Ao0R7T2AKOdw3NpIy1Kh,https://drive.google.com/file/d/1Nw5fiaccGBg-Ao0R7T2AKOdw3NpIy1Kh/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1450378,,
093993.png,1NxVEYNwz8rpbfn1Qxre1FYYcjUx3H4Qe,https://drive.google.com/file/d/1NxVEYNwz8rpbfn1Qxre1FYYcjUx3H4Qe/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1650654,,
093992.png,1NyPKpd77Dji77_C6Hly5y7pPcSYDEJU-,https://drive.google.com/file/d/1NyPKpd77Dji77_C6Hly5y7pPcSYDEJU-/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1492465,,
093991.png,1O3-FXEmLFNg5WkcA8R55prxxEkryRm17,https://drive.google.com/file/d/1O3-FXEmLFNg5WkcA8R55prxxEkryRm17/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1490215,,
093990.png,1O33WisdNd7NfdfCVPoqJTH87nvuwhgqj,https://drive.google.com/file/d/1O33WisdNd7NfdfCVPoqJTH87nvuwhgqj/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1593959,,
093989.png,1O4-BcE3NLNP8r2iL9xar4I74fTeMari6,https://drive.google.com/file/d/1O4-BcE3NLNP8r2iL9xar4I74fTeMari6/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1603023,,
093988.png,1O7P1b-fklipDOKvymoS9nSeLGyxdQQBr,https://drive.google.com/file/d/1O7P1b-fklipDOKvymoS9nSeLGyxdQQBr/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1486330,,
093987.png,1O7xdyo2AbyCDpc6qf-PCev1VfjW_RtrM,https://drive.google.com/file/d/1O7xdyo2AbyCDpc6qf-PCev1VfjW_RtrM/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1416103,,
093986.png,1O8zNBARTssGAfsjP8R6ivXR_BpdwbcLW,https://drive.google.com/file/d/1O8zNBARTssGAfsjP8R6ivXR_BpdwbcLW/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1548680,,
093985.png,1OHTEOjIm51LIwrbOWYBpsqOBh1H2v0BR,https://drive.google.com/file/d/1OHTEOjIm51LIwrbOWYBpsqOBh1H2v0BR/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1578468,,
093984.png,1OQDVkQ_asDfMT4fayeghFrU2WpaaZFoa,https://drive.google.com/file/d/1OQDVkQ_asDfMT4fayeghFrU2WpaaZFoa/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1519365,,
093983.png,1Od3-tBi_NQxm1PxUKyIBsuyAYXxMffrL,https://drive.google.com/file/d/1Od3-tBi_NQxm1PxUKyIBsuyAYXxMffrL/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1564880,,
093982.png,1Ofcx-82Ie9GqLrFGCc1zCBFpEVuFa7SU,https://drive.google.com/file/d/1Ofcx-82Ie9GqLrFGCc1zCBFpEVuFa7SU/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1490410,,
093981.png,1Oi24CwA8oUQ-xZA8kZIubhtKNBPeStbU,https://drive.google.com/file/d/1Oi24CwA8oUQ-xZA8kZIubhtKNBPeStbU/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1684210,,
093980.png,1Ok4GQ7B7ayuB-eD0bcUMZc4NWOQkmmkY,https://drive.google.com/file/d/1Ok4GQ7B7ayuB-eD0bcUMZc4NWOQkmmkY/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1633822,,
093979.png,1J6Rt2FuMieKyUbAKnV-gUj_ukyJ9ctzD,https://drive.google.com/file/d/1J6Rt2FuMieKyUbAKnV-gUj_ukyJ9ctzD/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1595736,,
093978.png,1J6qeVrgo5ECfEZPS0HM4lOv_FX6slIJV,https://drive.google.com/file/d/1J6qeVrgo5ECfEZPS0HM4lOv_FX6slIJV/view?usp=drivesdk,,Tero Karras FI,12/16/2018,1569536,,
